Category,Threat,Platform,Severity,Keywords,Description,Mitigation,Code Good,Code Bad,OWASP Ref,Reference URL
Lint,DataExtractionRules [Lint],Android,Medium,"data extraction rules backup allowBackup android 12 fullBackupContent lint",Missing data extraction rules for Android 12+ backup configuration,Define dataExtractionRules for Android 12+ and fullBackupContent for older; exclude sensitive data,android:dataExtractionRules='@xml/data_extraction_rules' with <exclude> for sensitive paths,No data extraction rules; android:allowBackup='true' includes sensitive data in cloud backup,M2 - Insecure Data Storage,
Lint,GrantAllUris [Lint],Android,High,"grantAllUris content provider grant-uri-permission path prefix root lint",grant-uri-permission with path='/' or empty pathPrefix exposing entire ContentProvider,Restrict grant-uri-permission to specific paths; use narrow pathPrefix for specific resources,<grant-uri-permission android:pathPrefix='/public/shared/'/> restricts to specific path,<grant-uri-permission android:path='/'/> or empty pathPrefix grants access to all provider data,M2 - Insecure Data Storage,
Lint,PackageManagerGetSignatures [Lint],Android,Medium,"packagemanager get_signatures deprecated get_signing_certificates api 28 lint",Using deprecated GET_SIGNATURES flag vulnerable to Fake ID attacks on older Android,Use GET_SIGNING_CERTIFICATES (API 28+) for signature verification; validate full certificate chain,PackageManager.getPackageInfo(pkg GET_SIGNING_CERTIFICATES); verify apkContentsSigners,PackageManager.getPackageInfo(pkg GET_SIGNATURES) vulnerable to Fake ID on pre-API 28,M8 - Code Tampering,
Lint,UnsafeFilenameFromContentProvider [Lint],Android,High,"unsafe filename content provider display_name path traversal sanitize lint",Trusting ContentProvider filenames without sanitization allowing path traversal attacks,Sanitize filenames from ContentProvider; reject path separators; use random generated names,Generate UUID filename; File(cacheDir UUID.randomUUID().toString() + extension),File(cacheDir cursor.getString(DISPLAY_NAME)) with '../../../etc/passwd' as filename,M1 - Improper Platform Usage,
Code,EmptyCatchBlock Security [Detekt],Android,High,"empty catch block swallow exception security error handling detekt lint",Empty catch blocks silently swallowing security exceptions (auth failures; crypto errors),Always handle or rethrow exceptions; log security failures; never silently swallow,catch (e: AuthException) { logSecurityEvent(e); showError() } or rethrow,catch (e: Exception) { } silently ignores authentication failure or crypto error,M7 - Client Code Quality,https://detekt.dev/docs/rules/empty-blocks
Code,GlobalScope Coroutine Usage [Detekt],Android,High,"globalscope coroutine launch async lifecycle leak detekt viewmodelscope",Using GlobalScope for coroutines causing lifecycle leaks and uncontrolled execution,Use viewModelScope; lifecycleScope; or application-scoped CoroutineScope with SupervisorJob,viewModelScope.launch { } automatically cancelled on ViewModel clear,GlobalScope.launch { fetchSensitiveData() } survives Activity destruction; leaks data,M7 - Client Code Quality,https://detekt.dev/docs/rules/coroutines
Code,SuspendFunSwallowedCancellation [Detekt],Android,Medium,"suspend cancellation runCatching coroutine exception swallow detekt",Using runCatching in suspend functions swallowing CancellationException breaking structured concurrency,Use try-catch with explicit exception types; rethrow CancellationException; avoid runCatching in suspend,try { result } catch (e: IOException) { handleError(e) } preserves cancellation,runCatching { suspendCall() } catches CancellationException preventing coroutine cancellation,M7 - Client Code Quality,https://detekt.dev/docs/rules/coroutines
Code,ForbiddenMethodCall Security [Detekt],Android,High,"forbidden method call detekt security insecure api ban configuration",Not configuring detekt ForbiddenMethodCall to ban insecure APIs in codebase,Configure ForbiddenMethodCall to ban insecure APIs: Log.d; Random(); MODE_WORLD_READABLE; exec(),ForbiddenMethodCall config banning java.util.Random; android.util.Log; Runtime.exec; MODE_WORLD,Insecure APIs like Random() Log.d() exec() freely used without any static analysis enforcement,M7 - Client Code Quality,https://detekt.dev/docs/rules/style
Code,Detekt Security Integration,Android,High,"detekt static analysis kotlin code quality security complexity coroutines",Not using detekt for Kotlin static analysis to catch security and quality issues,Integrate detekt with security-focused rules; run in CI; fail build on critical findings,detekt { config.setFrom('config/detekt.yml') }; CI runs ./gradlew detekt; block on error,No static analysis; code quality and security issues only caught in manual review,M7 - Client Code Quality,https://detekt.dev/
Code,Ktlint Code Consistency,Android,Medium,"ktlint kotlin linter formatting code style consistency wildcard import",Inconsistent code formatting and wildcard imports reducing code auditability,Integrate ktlint; enforce no-wildcard-imports; consistent style improves security review,ktlint { android.set(true) }; no-wildcard-imports; consistent formatting across team,Wildcard imports hiding dependencies; inconsistent style making security review harder,M7 - Client Code Quality,https://pinterest.github.io/ktlint/
Code,Mixed Condition Operators [Ktlint],Android,Medium,"mixed condition operators precedence logic bug and or parentheses ktlint",Mixing && and || without parentheses causing logic bugs in security conditions,Always parenthesize mixed boolean operators; ktlint enforces this rule,if ((isAdmin && hasPermission) || isSuperUser) { } with explicit grouping,if (isAdmin && hasPermission || isSuperUser) { } ambiguous precedence may bypass auth check,M7 - Client Code Quality,https://pinterest.github.io/ktlint/
Code,DoubleMutabilityForCollection [Detekt],Android,Medium,"double mutability collection var mutablelist concurrent modification detekt",Using var with MutableList/MutableMap causing race conditions and unintended mutations,Use val with MutableList or var with List; never combine var + Mutable in shared state,val items = mutableListOf<Item>() OR var items: List<Item> = emptyList(),var items = mutableListOf<User>() in ViewModel; race condition when reassigned during iteration,M7 - Client Code Quality,https://detekt.dev/docs/rules/potential-bugs
Code,SleepInsteadOfDelay Coroutines [Detekt],Android,Medium,"thread.sleep suspend coroutine delay block detekt anr main thread",Using Thread.sleep() in suspend functions blocking the coroutine dispatcher thread,Use delay() in suspend functions; never block coroutine threads with Thread.sleep,suspend fun waitForRetry() { delay(1000) } suspends without blocking thread,suspend fun waitForRetry() { Thread.sleep(1000) } blocks dispatcher; may cause ANR,M7 - Client Code Quality,https://detekt.dev/docs/rules/coroutines
Code,InjectDispatcher Coroutines [Detekt],Android,Medium,"inject dispatcher coroutine hardcoded Dispatchers.IO Default testing detekt",Hardcoding Dispatchers.IO/Default preventing testability and dispatcher control,Inject dispatchers via constructor; use @Qualifier; enables testing with TestDispatcher,class Repo @Inject constructor(@IoDispatcher private val dispatcher: CoroutineDispatcher),withContext(Dispatchers.IO) { } hardcoded; untestable; cannot swap dispatcher in tests,M7 - Client Code Quality,https://detekt.dev/docs/rules/coroutines
Data Storage,Keychain Item Accessible When Device Locked,iOS,Critical,keychain kSecAttrAccessible accessibility constant whenUnlocked afterFirstUnlock thisDeviceOnly data protection,Using permissive Keychain accessibility constants like kSecAttrAccessibleAlways or kSecAttrAccessibleAfterFirstUnlock makes secrets accessible when the device is locked or after backup restore,Use kSecAttrAccessibleWhenUnlockedThisDeviceOnly for maximum protection; ensures item is only accessible while device is unlocked AND prevents migration via backup,kSecAttrAccessible: kSecAttrAccessibleWhenUnlockedThisDeviceOnly; SecItemAdd(query nil),kSecAttrAccessible: kSecAttrAccessibleAfterFirstUnlock; accessible when device locked,M2 - Insecure Data Storage,https://developer.apple.com/documentation/security/ksecattraccessiblewhenunlockedthisdeviceonly
