Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
Android 15 (API 35),Locale Language Code Changes,"Obsolete locale language codes are no longer auto-converted on API 35+. Hebrew 'iw' is not converted to 'he'; Yiddish 'ji' not to 'yi'; Indonesian 'in' not to 'id'. Apps using old codes may get wrong locale behavior.",Use modern ISO 639 codes directly: 'he' for Hebrew 'yi' for Yiddish 'id' for Indonesian,Use obsolete codes 'iw' 'ji' 'in' and rely on automatic conversion,"Locale('he') // Hebrew; Locale('id') // Indonesian; Locale('yi') // Yiddish","Locale('iw') // no longer converted to 'he' on API 35+; wrong locale; Locale('in') // not converted to 'id'",Medium,https://developer.android.com/about/versions/15/behavior-changes-15
Android 15 (API 35),TextView Width for Complex Scripts,"Android 15 allocates more width for TextViews rendering cursive fonts and complex letter shapes to prevent clipping. New APIs useBoundsForWidth and shiftDrawingOffsetForStartOverhang control this behavior. May cause layout shifts in existing apps.",Test text rendering with cursive/complex fonts; use useBoundsForWidth=true and shiftDrawingOffsetForStartOverhang=true for proper rendering,Ignore width changes; hard-code fixed widths for text with complex scripts,textView.setUseBoundsForWidth(true); textView.setShiftDrawingOffsetForStartOverhang(true); // Or XML: android:useBoundsForWidth='true',// Hard-coded fixed width for cursive text; clipped letters on API 35+ or unexpected layout width changes,Medium,https://developer.android.com/about/versions/15/behavior-changes-15
Android 15 (API 35),Configuration screenWidthDp Includes System Bars,"Configuration.screenWidthDp and screenHeightDp now include system bars dimensions on API 35+. Apps using Configuration for layout calculations will get larger values than before. Use WindowMetrics for accurate layout dimensions.",Use WindowMetricsCalculator.computeCurrentWindowMetrics() for layout calculations; subtract insets explicitly,Rely on Configuration.screenWidthDp for exact content area dimensions,"val metrics = WindowMetricsCalculator.getOrCreate().computeCurrentWindowMetrics(activity); val bounds = metrics.bounds // accurate content area","val width = resources.configuration.screenWidthDp // now includes status and nav bar on API 35+; layout overflow",Medium,https://developer.android.com/about/versions/15/behavior-changes-15
Android 15 (API 35),Audio Focus Requires Foreground,"Apps must be the top app or running an audio-related foreground service to request audio focus on API 35+. Background audio focus requests return AUDIOFOCUS_REQUEST_FAILED.",Request audio focus only when app is visible or has mediaPlayback foreground service running,Request audio focus from background without a foreground service,startForeground(id notification FOREGROUND_SERVICE_TYPE_MEDIA_PLAYBACK); audioManager.requestAudioFocus(focusRequest) // succeeds,// Background request: audioManager.requestAudioFocus(focusRequest) // returns AUDIOFOCUS_REQUEST_FAILED on API 35+,High,https://developer.android.com/about/versions/15/behavior-changes-15
Android 15 (API 35),Do Not Disturb Mode Changes,"Apps targeting API 35+ can no longer modify global DND state or policy. setInterruptionFilter() and setNotificationPolicy() now create implicit AutomaticZenRule instead of changing global state directly.",Use AutomaticZenRule for custom DND rules; stop relying on global DND state modification,Call setInterruptionFilter() or setNotificationPolicy() expecting global DND state change,"val rule = AutomaticZenRule.Builder('App Rule', Uri.parse('condition')).setInterruptionFilter(INTERRUPTION_FILTER_PRIORITY).build(); notificationManager.addAutomaticZenRule(rule)","notificationManager.setInterruptionFilter(INTERRUPTION_FILTER_PRIORITY) // creates implicit rule instead of global change on API 35+",Medium,https://developer.android.com/about/versions/15/behavior-changes-15
Android 15 (API 35),Background Activity Launch Restrictions Tightened,"PendingIntent creators can no longer grant background activity launch privileges by default on API 35+. Non-visible overlay windows cannot trigger background activity launches. Prevents malicious background-to-foreground transitions.",Use Notifications with PendingIntent for background-to-foreground navigation; use FLAG_IMMUTABLE; require user interaction,"Rely on PendingIntent background activity launch privileges; use SYSTEM_ALERT_WINDOW to launch activities from background","val pi = PendingIntent.getActivity(ctx, 0, intent, FLAG_IMMUTABLE or FLAG_UPDATE_CURRENT); notificationBuilder.setContentIntent(pi) // user taps to launch","val pi = PendingIntent.getActivity(ctx, 0, intent, FLAG_MUTABLE); // Background launch blocked on API 35+; SYSTEM_ALERT_WINDOW no longer sufficient alone",High,https://developer.android.com/about/versions/15/behavior-changes-15
Android 15 (API 35),Screen Recording Detection API,"Android 15 adds Window.addScreenRecordingCallback() to detect when the app is being screen recorded. Use to hide sensitive information during recording. Works independently of FLAG_SECURE.",Register screen recording callback to hide sensitive content during recording; combine with FLAG_SECURE for full protection,Ignore screen recording; display sensitive data during screen capture,window.addScreenRecordingCallback(mainExecutor) { state -> if (state == SCREEN_RECORDING_STATE_VISIBLE) hideSensitiveContent() else showSensitiveContent() },// No screen recording detection; sensitive data visible during screen recording and screen sharing,Medium,https://developer.android.com/about/versions/15/features#screen-recording-detection
Android 15 (API 35),Stopped State Pending Intent Cancellation,"On Android 15 the system cancels ALL pending intents when an app enters the stopped state (force-stopped). App widgets are disabled and grayed out. Pending intents must be re-registered when the app exits stopped state.",Re-register all pending intents on app restart; handle widget re-enablement on ACTION_BOOT_COMPLETED,Assume pending intents survive force-stop; forget to re-register widget update intents,"class BootReceiver : BroadcastReceiver() { override fun onReceive(ctx: Context, intent: Intent) { // Re-register all pending intents and refresh widgets AppWidgetManager.getInstance(ctx).updateAppWidget(ids, views) } }","// Assuming pending intents survive force-stop; widgets stay grayed out; alarms never fire after force-stop",Medium,https://developer.android.com/about/versions/15/behavior-changes-all
Android 16 (API 36),Edge-to-Edge No Opt-Out,Apps targeting API 36 can no longer opt out of edge-to-edge display. The windowOptOutEdgeToEdgeEnforcement attribute is deprecated and disabled. Apps MUST handle drawing behind system bars.,Use enableEdgeToEdge() and handle WindowInsets with Modifier.windowInsetsPadding or Scaffold contentPadding,Use windowOptOutEdgeToEdgeEnforcement; it is ignored on API 36+,enableEdgeToEdge(); Scaffold { innerPadding -> Content(Modifier.padding(innerPadding)) },<item name='android:windowOptOutEdgeToEdgeEnforcement'>true</item> // ignored on API 36+,Critical,https://developer.android.com/about/versions/16/behavior-changes-16
Android 16 (API 36),Predictive Back Mandatory,Predictive back system animations are enabled by default on API 36. onBackPressed() is no longer called and KeyEvent.KEYCODE_BACK is not dispatched for back interception. Apps must migrate to OnBackPressedCallback.,Use BackHandler composable or OnBackPressedCallback for custom back handling,Override onBackPressed() or intercept KEYCODE_BACK; no longer called on API 36+,BackHandler(enabled = hasUnsavedChanges) { showConfirmDialog = true },override fun onBackPressed() { if (hasUnsavedChanges) showDialog() } // never called on API 36+,Critical,https://developer.android.com/guide/navigation/custom-back/predictive-back-gesture
Android 16 (API 36),Adaptive Layouts Large Screens,On displays with smallest width >= 600dp (tablets foldables Chromebooks) all orientation resizability and aspect ratio manifest restrictions are ignored on API 36+. Apps fill the entire display window.,Build adaptive layouts using WindowSizeClass; support all orientations and multi-window,Lock orientation with screenOrientation=portrait or set resizableActivity=false; ignored on large screens,@Composable fun AdaptiveScreen(wsc: WindowSizeClass) { when (wsc.widthSizeClass) { Compact -> ListScreen(); else -> Row { ListPane(Modifier.weight(0.4f)); DetailPane(Modifier.weight(0.6f)) } } },<activity android:screenOrientation='portrait' android:resizableActivity='false' /> // IGNORED on >= 600dp screens,Critical,https://developer.android.com/about/versions/16/behavior-changes-16
Android 16 (API 36),Health Permissions Granularization,BODY_SENSORS and BODY_SENSORS_BACKGROUND are replaced by granular android.permission.health.* permissions on API 36+. Apps MUST declare a privacy policy activity or permissions will be revoked.,Replace BODY_SENSORS with specific health.READ_HEART_RATE etc; add maxSdkVersion=35 to legacy permission; declare privacy policy activity,Continue using BODY_SENSORS without granular permissions; forget privacy policy activity,<uses-permission android:name='android.permission.BODY_SENSORS' android:maxSdkVersion='35' />; <uses-permission android:name='android.permission.health.READ_HEART_RATE' />,<uses-permission android:name='android.permission.BODY_SENSORS' /> // does not work on API 36+; no privacy policy = permissions revoked,High,https://developer.android.com/about/versions/16/behavior-changes-16
Android 16 (API 36),Local Network Permission Preview,Apps will need NEARBY_WIFI_DEVICES permission for local network access (RFC1918 mDNS broadcast). Currently opt-in for testing but will become mandatory. Affects OkHttp Retrofit WebViews raw sockets NsdManager.,Start testing with restriction enabled; declare NEARBY_WIFI_DEVICES; handle permission denial gracefully,Ignore this change; assume local network access is always available; fail to handle EPERM errors,<uses-permission android:name='android.permission.NEARBY_WIFI_DEVICES' />; if (checkSelfPermission(NEARBY_WIFI_DEVICES) == GRANTED) connectToLocalDevice(),// Direct local network call without permission; crashes with EPERM when restriction is enforced,High,https://developer.android.com/about/versions/16/behavior-changes-16
